,0
9828,GitHub
9829,Oracle WebLogic Server
9830,Red Hat WildFly
9831,Backup or archival software
9832,Veritas NetBackup
9833,Business intelligence and data analysis software
9834,Apache Spark
9835,MicroStrategy
9836,Oracle Business Intelligence Enterprise Edition
9837,Qlik Tech QlikView
9838,Cloud-based data access and sharing software
9839,Dropbox
9840,Google Drive
9841,Microsoft SharePoint
9842,Cloud-based management software
9843,IBM WebSphere
9844,Splunk Enterprise
9845,Communications server software
9846,IBM Domino
9847,Configuration management software
9848,Chef
9849,Perforce Helix software
9850,Puppet
9851,VMware
9852,Content workflow software
9853,Atlassian JIRA
9854,Customer relationship management CRM software
9855,Blackbaud The Raiser's Edge
9856,Oracle Eloqua
9857,Salesforce software
9858,Data base management system software
9859,Apache Hive
9860,Elasticsearch
9861,MongoDB
9862,Oracle PL/SQL
9863,Data base reporting software
9864,Information Builders WebFOCUS
9865,Microsoft SQL Server Reporting Services
9866,SAP Crystal Reports
9867,Data base user interface and query software
9868,Airtable
9869,Blackboard software
9870,Oracle JDBC
9871,Transact-SQL
9872,Data mining software
9873,Google Analytics
9874,Desktop communications software
9875,Eko
9876,Skype
9877,Desktop publishing software
9878,Adobe Systems Adobe InDesign
9879,Microsoft Publisher
9880,Development environment software
9881,Apache Ant
9882,Apache Kafka
9883,Common business oriented language COBOL
9884,Go
9885,Document management software
9886,Adobe Systems Adobe Acrobat
9887,Electronic mail software
9888,IBM Notes
9889,MicroFocus GroupWise
9890,Microsoft Exchange
9891,Microsoft Outlook
9892,Enterprise application integration software
9893,Atlassian Bamboo
9894,Extensible markup language XML
9895,IBM InfoSphere DataStage
9896,Microsoft SQL Server Integration Services SSIS
9897,Enterprise resource planning ERP software
9898,Microsoft Dynamics GP
9899,NetSuite ERP
9900,Oracle Hyperion
9901,Oracle JD Edwards EnterpriseOne
9902,Enterprise system management software
9903,IBM Power Systems software
9904,Expert system software
9905,Ansible software
9906,File versioning software
9907,Apache Subversion SVN
9908,Git
9909,Financial analysis software
9910,Delphi Technology
9911,Oracle E-Business Suite Financials
9912,Geographic information system
9913,ESRI ArcGIS software
9914,Geographic information system GIS software
9915,Graphical user interface development software
9916,Salesforce Visualforce
9917,Graphics or photo imaging software
9918,Adobe Systems Adobe Fireworks
9919,Adobe Systems Adobe Flash
9920,SmugMug Flickr
9921,Trimble SketchUp Pro
9922,Human resources software
9923,ADP Workforce Now
9924,Ceridian
9925,Human resource management software HRMS
9926,Oracle Taleo
9927,Industrial control software
9928,Supervisory control and data acquisition SCADA software
9929,Information retrieval or search software
9930,LexisNexis
9931,Internet browser software
9932,Web browser software
9933,Medical software
9934,Epic Systems
9935,Healthcare common procedure coding system HCPCS
9936,Medical condition coding software
9937,MEDITECH software
9938,Metadata management software
9939,CA Erwin Data Modeler
9940,Network conferencing software
9941,Slido
9942,Network monitoring software
9943,Nagios
9944,Wireshark
9945,Network security and virtual private network VPN equipment software
9946,Virtual private networking VPN software
9947,Object or component oriented development software
9948,Advanced business application programming ABAP
9949,Apache Groovy
9950,jQuery
9951,Scala
9952,Object oriented data base management software
9953,Hibernate ORM
9954,PostgreSQL
9955,Office suite software
9956,Microsoft Office
9957,Operating system software
9958,Bash
9959,Oracle Solaris
9960,Red Hat Enterprise Linux
9961,Shell script
9962,Portal server software
9963,Apache HTTP Server
9964,Presentation software
9965,Google Slides
9966,Mentimeter
9967,Microsoft PowerPoint
9968,Process mapping and design software
9969,Microsoft Visio
9970,Program testing software
9971,Hewlett Packard LoadRunner
9972,JUnit
9973,Selenium
9974,Project management software
9975,Confluence
9976,Microsoft Project
9977,Microsoft Teams
9978,Oracle Primavera Enterprise Project Portfolio Management
9979,Requirements analysis and system architecture software
9980,IBM Rational RequisitePro
9981,Unified modeling language UML
9982,Sales and marketing software
9983,Marketo Marketing Automation
9984,Spreadsheet software
9985,Microsoft Excel
9986,Transaction security and virus protection software
9987,McAfee
9988,Symantec
9989,Transaction server software
9990,Customer information control system CICS
9991,Video conferencing software
9992,Cisco Systems Webex
9993,Google Meet
9994,LogMeIn GoToMeeting
9995,Video creation and editing software
9996,Screencastify
9997,Web page creation and editing software
9998,Adobe Systems Adobe Dreamweaver
9999,LinkedIn
10000,Web platform development software
10001,Backbone.js
10002,Google AngularJS
10003,Microsoft ASP.NET Core MVC
10004,Spring Framework
10005,Word processing software
10006,3M Post-it App
10007,Google Docs
10008,Microsoft OneNote
10009,Microsoft Word
10010,Accounting software
10011,Intuit QuickBooks
10012,Sage 50 Accounting
10013,Tax software
10014,Analytical or scientific software
10015,Assessment software
10016,IBM SPSS Statistics
10017,SAS
10018,StataCorp Stata
10019,Application server software
10020,GitHub
10021,Oracle WebLogic Server
10022,Business intelligence and data analysis software
10023,IBM Cognos Impromptu
10024,MicroStrategy
10025,Oracle Business Intelligence Enterprise Edition
10026,Qlik Tech QlikView
10027,Cloud-based data access and sharing software
10028,Google Drive
10029,Microsoft SharePoint
10030,Slack
10031,Communications server software
10032,IBM Domino
10033,Configuration management software
10034,Perforce Helix software
10035,Customer relationship management CRM software
10036,Blackbaud The Raiser's Edge
10037,Oracle Eloqua
10038,Salesforce software
10039,Vendor management system software
10040,Data base management system software
10041,Teradata Database
10042,Data base reporting software
10043,Microsoft SQL Server Reporting Services
10044,SAP Crystal Reports
10045,Data base user interface and query software
10046,Airtable
10047,Blackboard software
10048,LinkedIn
10049,Microsoft SQL Server
10050,Data mining software
10051,Google Analytics
10052,Desktop communications software
10053,Skype
10054,Desktop publishing software
10055,Adobe Systems Adobe InDesign
10056,Microsoft Publisher
10057,Development environment software
10058,Microsoft Visual Basic
10059,Microsoft Visual Basic for Applications VBA
10060,Document management software
10061,Adobe Systems Adobe Acrobat
10062,Adobe Systems Adobe LifeCycle Enterprise Suite
10063,Electronic mail software
10064,IBM Notes
10065,Microsoft Outlook
10066,Enterprise application integration software
10067,Extensible markup language XML
10068,IBM InfoSphere DataStage
10069,Enterprise resource planning ERP software
10070,Microsoft Dynamics GP
10071,NetSuite ERP
10072,Oracle Hyperion
10073,Oracle JD Edwards EnterpriseOne
10074,Enterprise system management software
10075,IBM Power Systems software
10076,Financial analysis software
10077,Oracle E-Business Suite Financials
10078,Geographic information system
10079,ESRI ArcGIS software
10080,Graphics or photo imaging software
10081,Adobe Systems Adobe Creative Cloud
10082,Adobe Systems Adobe Illustrator
10083,Adobe Systems Adobe Photoshop
10084,SmugMug Flickr
10085,Human resources software
10086,ADP Workforce Now
10087,Kronos Workforce HR
10088,Lawson Human Resource Management Suite
10089,Oracle Taleo
10090,Information retrieval or search software
10091,LexisNexis
10092,Internet browser software
10093,Microsoft Internet Explorer
10094,Web browser software
10095,Medical software
10096,MEDITECH software
10097,Object or component oriented development software
10098,Advanced business application programming ABAP
10099,Office suite software
10100,Microsoft Office
10101,Operating system software
10102,Apple macOS
10103,Microsoft Windows
10104,Oracle Solaris
10105,Presentation software
10106,Google Slides
10107,Microsoft PowerPoint
10108,Process mapping and design software
10109,Microsoft Visio
10110,Project management software
10111,Microsoft Project
10112,Oracle Primavera Enterprise Project Portfolio Management
10113,Sales and marketing software
10114,Google AdWords
10115,Marketo Marketing Automation
10116,Spreadsheet software
10117,Microsoft Excel
10118,Time accounting software
10119,Kronos Workforce Payroll
10120,MPAY Millennium
10121,Video conferencing software
10122,Cisco Systems Webex
10123,FaceTime
10124,Google Meet
10125,Zoom
10126,Video creation and editing software
10127,Apple Final Cut Pro
10128,Loom
10129,YouTube
10130,Web page creation and editing software
10131,Adobe Systems Adobe Dreamweaver
10132,Facebook
10133,Social media sites
10134,Web platform development software
10135,Drupal
10136,Enterprise JavaBeans
10137,Hypertext markup language HTML
10138,Word processing software
10139,Evernote
10140,Google Docs
10141,Microsoft Word
10142,Cloud-based data access and sharing software
10143,Microsoft SharePoint
10144,Data base user interface and query software
10145,Microsoft Access
10146,Electronic mail software
10147,Microsoft Outlook
10148,Enterprise resource planning ERP software
10149,Oracle PeopleSoft
10150,Human resources software
10151,Internet Grievance System IGS
10152,LaborSoft LaborForce Arbitration/Appeals Manager module
10153,LaborSoft LaborForce Reporting/Dashboard Manager module
10154,Micropact entellitrak Labor Relations Edition
10155,Office suite software
10156,Microsoft Office
10157,Presentation software
10158,Microsoft PowerPoint
10159,Spreadsheet software
10160,Microsoft Excel
10161,Word processing software
10162,Microsoft Word
10163,Analytical or scientific software
10164,IBM SPSS Statistics
10165,SAS
10166,Business intelligence and data analysis software
10167,IBM Cognos Impromptu
10168,MicroStrategy
10169,Cloud-based data access and sharing software
10170,Microsoft SharePoint
10171,Data base management system software
10172,Relational database management software
10173,Data base reporting software
10174,SAP Crystal Reports
10175,Data base user interface and query software
10176,Data entry software
10177,Microsoft Access
10178,Microsoft SQL Server
10179,Structured query language SQL
10180,Development environment software
10181,Microsoft Visual Basic
10182,Document management software
10183,Actuarial Systems Corporation Document Generation and Management System
10184,Document management system software
10185,Electronic mail software
10186,Microsoft Outlook
10187,Enterprise resource planning ERP software
10188,Microsoft Dynamics
10189,Oracle Fusion Applications
10190,Oracle PeopleSoft
10191,SAP
10192,Human resources software
10193,Actuarial Systems Corporation Defined Benefit System
10194,ADP Workforce Now
10195,Human resource management software HRMS
10196,Oracle Taleo
10197,Internet browser software
10198,Microsoft Internet Explorer
10199,Medical software
10200,Healthcare common procedure coding system HCPCS
10201,Medical condition coding software
10202,Medical procedure coding software
10203,Office suite software
10204,Microsoft Office
10205,Presentation software
10206,Microsoft PowerPoint
10207,Project management software
10208,Microsoft Project
10209,Project planning software
10210,Spreadsheet software
10211,Microsoft Excel
10212,Time accounting software
10213,ADP Enterprise eTIME
10214,Kronos Workforce Timekeeper
10215,Sage Abra
10216,Web page creation and editing software
10217,LinkedIn
10218,Word processing software
10219,Microsoft Word
10220,Analytical or scientific software
10221,ACT WorkKeys
10222,Career Dimensions Focus 2
10223,Computerized testing programs
10224,Counseling software
10225,Cloud-based data access and sharing software
10226,Google Drive
10227,Microsoft SharePoint
10228,Computer based training software
10229,Common Curriculum
10230,Moodle
10231,Padlet
10232,Schoology
10233,Customer relationship management CRM software
10234,Blackbaud The Raiser's Edge
10235,Data base reporting software
10236,Microsoft SQL Server Reporting Services
10237,Data base user interface and query software
10238,Blackboard software
10239,Microsoft Access
10240,Student information systems SIS
10241,Zoomerang
10242,Desktop communications software
10243,Bloomz
10244,Desktop publishing software
10245,Microsoft Publisher
10246,Development environment software
10247,Adobe Systems Adobe ActionScript
10248,Electronic mail software
10249,Email software
10250,Microsoft Outlook
10251,Yahoo! Email
10252,Enterprise resource planning ERP software
10253,Microsoft Dynamics
10254,Oracle PeopleSoft
10255,Graphics or photo imaging software
10256,Adobe Systems Adobe Photoshop
10257,SmugMug Flickr
10258,Human resources software
10259,Oracle Taleo
10260,Information retrieval or search software
10261,LexisNexis
10262,Instant messaging software
10263,GroupMe
10264,Internet browser software
10265,Microsoft Internet Explorer
10266,Web browser software
10267,Medical software
10268,Athena Software Penelope Case Management
10269,Healthcare common procedure coding system HCPCS
10270,Mobile messaging service software
10271,Intrado SchoolMessenger
10272,Network conferencing software
10273,Chat software
10274,Network monitoring software
10275,Computer-assisted live supervision
10276,Office suite software
10277,Microsoft Office
10278,Presentation software
10279,Blackboard Wimba
10280,Microsoft PowerPoint
10281,Prezi
10282,Project management software
10283,Google Classroom
10284,Microsoft Project
10285,Palm Pal Transana
10286,Productivity software
10287,Spreadsheet software
10288,EZAnalyze
10289,Microsoft Excel
10290,Video conferencing software
10291,Google Meet
10292,LogMeIn GoToMeeting
10293,Video creation and editing software
10294,Screencastify
10295,Web page creation and editing software
10296,Facebook
10297,LinkedIn
10298,Orbius
10299,Web page design and editing software
10300,Web platform development software
10301,Ext JS
10302,Word processing software
10303,Google Docs
10304,Microsoft Word
10305,Access software
10306,Citrix
10307,Analytical or scientific software
10308,IBM SPSS Statistics
10309,Application server software
10310,Oracle WebLogic Server
10311,Business intelligence and data analysis software
10312,Oracle Business Intelligence Enterprise Edition
10313,Cloud-based data access and sharing software
10314,Google Drive
10315,Microsoft SharePoint
10316,Computer based training software
10317,Adobe Systems Adobe Captivate
10318,Common Curriculum
10319,Moodle
10320,SumTotal Systems ToolBook
10321,Customer relationship management CRM software
10322,Blackbaud The Raiser's Edge
10323,Microsoft Dynamics
10324,Data base management system software
10325,MySQL
10326,Oracle PL/SQL
10327,Data base user interface and query software
10328,Blackboard software
10329,Data entry software
10330,FileMaker Pro
10331,Microsoft Access
10332,Desktop publishing software
10333,Adobe Systems Adobe InDesign
10334,Microsoft Publisher
10335,Development environment software
10336,Adobe Systems Adobe ActionScript
10337,Document management software
10338,Adobe Systems Adobe Acrobat
10339,HP Trim
10340,Interwoven software
10341,Electronic mail software
10342,IBM Notes
10343,Microsoft Outlook
10344,Enterprise resource planning ERP software
10345,Oracle PeopleSoft
10346,Oracle PeopleSoft Financials
10347,SAP
10348,Graphics or photo imaging software
10349,Adobe Systems Adobe Creative Cloud
10350,Adobe Systems Adobe Illustrator
10351,Adobe Systems Adobe Photoshop
10352,SmugMug Flickr
10353,Human resources software
10354,Human resource management software HRMS
10355,Oracle Taleo
10356,Internet browser software
10357,Web browser software
10358,Medical software
10359,Epic Systems
10360,Multi-media educational software
10361,Kahoot
10362,Network conferencing software
10363,LogMeIn GoToWebinar
10364,Object or component oriented development software
10365,Advanced business application programming ABAP
10366,Office suite software
10367,Microsoft Office
10368,Operating system software
10369,Oracle Solaris
10370,Presentation software
10371,Google Slides
10372,Mentimeter
10373,Microsoft PowerPoint
10374,Poll Everywhere
10375,Process mapping and design software
10376,Microsoft Visio
10377,Project management software
10378,Microsoft Project
10379,Spreadsheet software
10380,Microsoft Excel
10381,Video conferencing software
10382,Cisco Systems Webex
10383,Google Meet
10384,LogMeIn GoToMeeting
10385,Zoom
10386,Video creation and editing software
10387,Adobe Systems Adobe After Effects
10388,Apple Final Cut Pro
10389,Screencast-O-Matic
10390,WeVideo
10391,Web page creation and editing software
10392,Adobe Systems Adobe Dreamweaver
10393,Google Sites
10394,Web platform development software
10395,Apache Struts
10396,Backbone.js
10397,Django
10398,Drupal
10399,Word processing software
10400,Microsoft OneNote
10401,Microsoft Word
10402,Analytical or scientific software
10403,IBM SPSS Statistics
10404,SAS
10405,The MathWorks MATLAB
10406,Business intelligence and data analysis software
10407,IBM Cognos Impromptu
10408,MicroStrategy
10409,Oracle Business Intelligence Enterprise Edition
10410,Qlik Tech QlikView
10411,Categorization or classification software
10412,Map Maker
10413,Cloud-based data access and sharing software
10414,Dropbox
10415,Google Drive
10416,Microsoft SharePoint
10417,Slack
10418,Content workflow software
10419,"Adxstudio, for Microsoft"
10420,Customer relationship management CRM software
10421,Blackbaud The Raiser's Edge
10422,Insightful Corporation Confirmit
10423,Oracle Eloqua
10424,Salesforce software
10425,Data base management system software
10426,Apache Hadoop
10427,Apache Hive
10428,Apache Pig
10429,Teradata Database
10430,Data base reporting software
10431,SAP Crystal Reports
10432,Data base user interface and query software
10433,Airtable
10434,Amazon Redshift
10435,Microsoft SQL Server
10436,MySQL
10437,Data mining software
10438,Cytel Software XLMiner
10439,Google Analytics
10440,NCR Teradata Warehouse Miner
10441,Oracle Darwin
10442,Desktop publishing software
10443,Adobe Systems Adobe InDesign
10444,LogiXML Ad-HOC
10445,Microsoft Publisher
10446,Sawtooth SSI Web
10447,Development environment software
10448,Adobe Systems Adobe ActionScript
10449,Microsoft Visual Basic
10450,Microsoft Visual Basic for Applications VBA
10451,Document management software
10452,Adobe Systems Adobe Acrobat
10453,Electronic mail software
10454,IBM Notes
10455,Microsoft Outlook
10456,Enterprise resource planning ERP software
10457,Microsoft Dynamics
10458,NetSuite ERP
10459,Oracle Hyperion
10460,Oracle PeopleSoft
10461,Expert system software
10462,Digivey software
10463,Financial analysis software
10464,Delphi Technology
10465,Financial planning software
10466,Geographic information system
10467,ESRI ArcGIS software
10468,Graphics or photo imaging software
10469,Adobe Systems Adobe Creative Cloud
10470,Adobe Systems Adobe Illustrator
10471,Adobe Systems Adobe Photoshop
10472,SmugMug Flickr
10473,Information retrieval or search software
10474,Factiva
10475,LexisNexis
10476,Mintel Reports
10477,Verispan Patient Parameters
10478,Instant messaging software
10479,GroupMe
10480,Internet browser software
10481,Web browser software
10482,Network conferencing software
10483,LogMeIn GoToWebinar
10484,Object or component oriented development software
10485,R
10486,Office suite software
10487,Microsoft Office
10488,Operating system software
10489,Apple macOS
10490,Red Hat Enterprise Linux
10491,Point of sale POS software
10492,Digivey software
10493,Presentation software
10494,Apple Keynote
10495,Google Slides
10496,Microsoft PowerPoint
10497,Process mapping and design software
10498,Microsoft Visio
10499,Project management software
10500,Basecamp
10501,ClassApps SelectSurveyASP
10502,Microsoft Project
10503,Perseus SurveySolutions
10504,Sales and marketing software
10505,Google AdWords
10506,HubSpot software
10507,Marketo Marketing Automation
10508,Spreadsheet software
10509,Microsoft Excel
10510,Transaction security and virus protection software
10511,Symantec
10512,Video conferencing software
10513,LogMeIn GoToMeeting
10514,Zoom
10515,Video creation and editing software
10516,Adobe Systems Adobe After Effects
10517,Loom
10518,WeVideo
10519,YouTube
10520,Web page creation and editing software
10521,Adobe Systems Adobe Dreamweaver
10522,Facebook
10523,LinkedIn
10524,Social media sites
10525,Web platform development software
10526,Cascading style sheets CSS
10527,Drupal
10528,Hypertext markup language HTML
10529,PHP
10530,Word processing software
10531,3M Post-it App
10532,Evernote
10533,Google Docs
10534,Microsoft Word
10535,Cloud-based data access and sharing software
10536,Google Drive
10537,Microsoft SharePoint
10538,Customer relationship management CRM software
10539,Blackbaud The Raiser's Edge
10540,Data base management system software
10541,MySQL
10542,Data base user interface and query software
10543,FileMaker Pro
10544,Microsoft Access
10545,Data mining software
10546,Google Analytics
10547,Desktop communications software
10548,Eko
10549,ParentSquare
10550,Desktop publishing software
10551,Adobe Systems Adobe InDesign
10552,Campaign Monitor
10553,QuarkXPress
10554,Document management software
10555,Adobe Systems Adobe Acrobat
10556,Electronic mail software
10557,Microsoft Outlook
10558,SendGrid
10559,Graphics or photo imaging software
10560,Adobe Systems Adobe Creative Cloud
10561,Adobe Systems Adobe Illustrator
10562,Adobe Systems Adobe Photoshop
10563,Instant messaging software
10564,Twitter
10565,Office suite software
10566,Microsoft Office
10567,Presentation software
10568,Adobe Systems Adobe Persuasion
10569,Corel Presentation
10570,Google Slides
10571,Microsoft PowerPoint
10572,Project management software
10573,Microsoft Project
10574,Sales and marketing software
10575,Google AdWords
10576,Spreadsheet software
10577,Microsoft Excel
10578,Video creation and editing software
10579,Adobe Systems Adobe After Effects
10580,Flipgrid
10581,Loom
10582,YouTube
10583,Web page creation and editing software
10584,Adobe Systems Adobe Dreamweaver
10585,Facebook
10586,LinkedIn
10587,Social media sites
10588,Web platform development software
10589,Drupal
10590,Hypertext markup language HTML
10591,PHP
10592,Word processing software
10593,Google Docs
10594,Microsoft Word
10595,Cloud-based data access and sharing software
10596,Google Drive
10597,Microsoft SharePoint
10598,Customer relationship management CRM software
10599,Blackbaud The Raiser's Edge
10600,Microsoft Dynamics
10601,Oracle Eloqua
10602,Salesforce software
10603,Data base reporting software
10604,Oracle Business Intelligence Discoverer
10605,Data base user interface and query software
10606,Airtable
10607,Cision CisionPoint
10608,Data entry software
10609,LinkedIn
10610,Data mining software
10611,Google Analytics
10612,Desktop communications software
10613,ParentSquare
10614,Desktop publishing software
10615,Adobe Systems Adobe InDesign
10616,Microsoft Publisher
10617,Development environment software
10618,Adobe Systems Adobe ActionScript
10619,Document management software
10620,Adobe Systems Adobe Acrobat
10621,Adobe Systems Adobe Reader
10622,Electronic mail software
10623,Microsoft Outlook
10624,Graphics or photo imaging software
10625,Adobe Systems Adobe Creative Cloud
10626,Adobe Systems Adobe Illustrator
10627,JamBoard
10628,SmugMug Flickr
10629,Information retrieval or search software
10630,LexisNexis
10631,Instant messaging software
10632,Twitter
10633,Internet browser software
10634,Web browser software
10635,Multi-media educational software
10636,Nearpod
10637,Network conferencing software
10638,LogMeIn GoToWebinar
10639,Slido
10640,Network monitoring software
10641,Wireshark
10642,Office suite software
10643,Microsoft Office
10644,Operating system software
10645,Apple macOS
10646,Presentation software
10647,Apple Keynote
10648,Google Slides
10649,Mentimeter
10650,Microsoft PowerPoint
10651,Project management software
10652,Microsoft Project
10653,Sales and marketing software
10654,Google AdWords
10655,HubSpot software
10656,Marketo Marketing Automation
10657,Spreadsheet software
10658,Microsoft Excel
10659,Video conferencing software
10660,Cisco Systems Webex
10661,Video creation and editing software
10662,Adobe Systems Adobe After Effects
10663,Apple Final Cut Express
10664,Apple Final Cut Pro
10665,YouTube
10666,Web page creation and editing software
10667,Adobe Systems Adobe Dreamweaver
10668,Facebook
10669,Social media sites
10670,Website management software
10671,Web platform development software
10672,Cascading style sheets CSS
10673,Drupal
10674,Hypertext markup language HTML
10675,JavaScript
10676,Word processing software
10677,3M Post-it App
10678,Adobe Systems Adobe Writer
10679,Google Docs
10680,Microsoft Word
10681,Accounting software
10682,Budgeting software
10683,Financial accounting software
10684,Calendar and scheduling software
10685,Work scheduling software
10686,Customer relationship management CRM software
10687,Oracle Eloqua
10688,Salesforce software
10689,Salesforce.com Salesforce CRM
10690,SugarCRM Sugar UX
10691,Data base user interface and query software
10692,Data entry software
10693,Intuit QuickBase
10694,Microsoft Access
10695,Electronic mail software
10696,Microsoft Outlook
10697,Enterprise application integration software
10698,Electronic data interchange EDI software
10699,Enterprise resource planning ERP software
10700,Microsoft Dynamics
10701,NetSuite ERP
10702,SAP
10703,Financial analysis software
10704,Delphi Discovery
10705,Delphi Technology
10706,Graphics or photo imaging software
10707,Graphics creation software
10708,Internet browser software
10709,Web browser software
10710,Office suite software
10711,Microsoft Office
10712,Presentation software
10713,Microsoft PowerPoint
10714,Process mapping and design software
10715,Flow chart software
10716,Project management software
10717,Microsoft Project
10718,Spreadsheet software
10719,Microsoft Excel
10720,Video conferencing software
10721,Cisco Systems Webex
10722,FuzeBox
10723,Online meeting software
10724,Video creation and editing software
10725,YouTube
10726,Word processing software
10727,Microsoft Word
10728,Access software
10729,Citrix
10730,Accounting software
10731,Intuit QuickBooks
10732,Tax software
10733,Analytical or scientific software
10734,IBM SPSS Statistics
10735,SAS
10736,StataCorp Stata
10737,Business intelligence and data analysis software
10738,MicroStrategy
10739,Calendar and scheduling software
10740,Scheduling software
10741,Cloud-based data access and sharing software
10742,Microsoft SharePoint
10743,Customer relationship management CRM software
10744,ActionWare
10745,Sage ACT!
10746,Salesforce software
10747,Sybase iAnywhere Sales Anywhere
10748,Data base management system software
10749,Apache Hadoop
10750,Teradata Database
10751,Data base user interface and query software
10752,Data entry software
10753,FileMaker Pro
10754,Microsoft Access
10755,Oracle DBMS
10756,Data mining software
10757,Google Analytics
10758,Desktop publishing software
10759,Microsoft Publisher
10760,Electronic mail software
10761,IBM Notes
10762,Microsoft Exchange
10763,Microsoft Outlook
10764,Enterprise application integration software
10765,IBM InfoSphere DataStage
10766,Enterprise resource planning ERP software
10767,Microsoft Dynamics
10768,NetSuite ERP
10769,Oracle Hyperion
10770,Oracle PeopleSoft
10771,Information retrieval or search software
10772,LexisNexis
10773,Internet browser software
10774,Web browser software
10775,Internet protocol IP multimedia subsystem software
10776,Voice over internet protocol VoIP system software
10777,Network conferencing software
10778,LogMeIn GoToWebinar
10779,Network security and virtual private network VPN equipment software
10780,Virtual private networking VPN software
10781,Object or component oriented development software
10782,R
10783,Office suite software
10784,Microsoft Office
10785,Operating system software
10786,Linux
10787,Presentation software
10788,Microsoft PowerPoint
10789,Project management software
10790,Khameleon
10791,Microsoft Project
10792,Sales and marketing software
10793,Google AdWords
10794,HubSpot software
10795,Spreadsheet software
10796,Microsoft Excel
10797,Transaction security and virus protection software
10798,McAfee
10799,Symantec
10800,Video conferencing software
10801,LogMeIn GoToMeeting
10802,Video creation and editing software
10803,YouTube
10804,Web page creation and editing software
10805,LinkedIn
10806,Word processing software
10807,Microsoft Word
10808,Accounting software
10809,Budgeting software
10810,Financial accounting software
10811,Calendar and scheduling software
10812,Work scheduling software
10813,Customer relationship management CRM software
10814,Oracle Eloqua
10815,Salesforce software
10816,Salesforce.com Salesforce CRM
10817,SugarCRM Sugar UX
10818,Data base user interface and query software
10819,Data entry software
10820,Intuit QuickBase
10821,Microsoft Access
10822,Electronic mail software
10823,Microsoft Outlook
10824,Enterprise application integration software
10825,Electronic data interchange EDI software
10826,Enterprise resource planning ERP software
10827,Microsoft Dynamics
10828,NetSuite ERP
10829,SAP
10830,Financial analysis software
10831,Delphi Discovery
10832,Delphi Technology
10833,Graphics or photo imaging software
10834,Graphics creation software
10835,Internet browser software
10836,Web browser software
10837,Office suite software
10838,Microsoft Office
10839,Presentation software
10840,Microsoft PowerPoint
10841,Process mapping and design software
10842,Flow chart software
10843,Project management software
10844,Microsoft Project
10845,Spreadsheet software
10846,Microsoft Excel
10847,Video conferencing software
10848,Cisco Systems Webex
10849,FuzeBox
10850,Online meeting software
10851,Video creation and editing software
10852,YouTube
10853,Word processing software
10854,Microsoft Word
10855,Access software
10856,Citrix
10857,Accounting software
10858,Intuit QuickBooks
10859,Tax software
10860,Analytical or scientific software
10861,IBM SPSS Statistics
10862,SAS
10863,StataCorp Stata
10864,Business intelligence and data analysis software
10865,MicroStrategy
10866,Calendar and scheduling software
10867,Scheduling software
10868,Cloud-based data access and sharing software
10869,Microsoft SharePoint
10870,Customer relationship management CRM software
10871,ActionWare
10872,Sage ACT!
10873,Salesforce software
10874,Sybase iAnywhere Sales Anywhere
10875,Data base management system software
10876,Apache Hadoop
10877,Teradata Database
10878,Data base user interface and query software
10879,Data entry software
10880,FileMaker Pro
10881,Microsoft Access
10882,Oracle DBMS
10883,Data mining software
10884,Google Analytics
10885,Desktop publishing software
10886,Microsoft Publisher
10887,Electronic mail software
10888,IBM Notes
10889,Microsoft Exchange
10890,Microsoft Outlook
10891,Enterprise application integration software
10892,IBM InfoSphere DataStage
10893,Enterprise resource planning ERP software
10894,Microsoft Dynamics
10895,NetSuite ERP
10896,Oracle Hyperion
10897,Oracle PeopleSoft
10898,Information retrieval or search software
10899,LexisNexis
10900,Internet browser software
10901,Web browser software
10902,Internet protocol IP multimedia subsystem software
10903,Voice over internet protocol VoIP system software
10904,Network conferencing software
10905,LogMeIn GoToWebinar
10906,Network security and virtual private network VPN equipment software
10907,Virtual private networking VPN software
10908,Object or component oriented development software
10909,R
10910,Office suite software
10911,Microsoft Office
10912,Operating system software
10913,Linux
10914,Presentation software
10915,Microsoft PowerPoint
10916,Project management software
10917,Khameleon
10918,Microsoft Project
10919,Sales and marketing software
10920,Google AdWords
10921,HubSpot software
10922,Spreadsheet software
10923,Microsoft Excel
10924,Transaction security and virus protection software
10925,McAfee
10926,Symantec
10927,Video conferencing software
10928,LogMeIn GoToMeeting
10929,Video creation and editing software
10930,YouTube
10931,Web page creation and editing software
10932,LinkedIn
10933,Word processing software
10934,Microsoft Word
10935,Access software
10936,Citrix
10937,Administration software
10938,Cisco Systems CiscoWorks
10939,Business intelligence and data analysis software
10940,IBM Cognos Business Intelligence
10941,IBM Cognos Impromptu
10942,MicroStrategy
10943,Calendar and scheduling software
10944,Scheduling software
10945,Cloud-based management software
10946,Splunk Enterprise
10947,Communications server software
10948,IBM Domino
10949,Computer aided design CAD software
10950,Autodesk AutoCAD
10951,Customer relationship management CRM software
10952,Microsoft Dynamics
10953,Salesforce software
10954,Data base management system software
10955,Apache Cassandra
10956,Apache Hadoop
10957,Apache Pig
10958,Teradata Database
10959,Data base reporting software
10960,SAP BusinessObjects Crystal Reports
10961,Data base user interface and query software
10962,IBM DB2
10963,Microsoft SQL Server
10964,Oracle DBMS
10965,SAP Adaptive Server Enterprise
10966,Development environment software
10967,C
10968,Electronic mail software
10969,Microsoft Exchange
10970,Microsoft Outlook
10971,Enterprise application integration software
